2,0.85082,4.0115,0.48785,3.1541,1.1979,0.65946,0.33283,0,-2.431,0.99229
3,0.65946,0.43993,1.2477,1.095,0.17078,0.64426,1.1586,-0.41089,1.0511,1.0271
4,0.59404,0,0.58827,0.093673,2.2646,1.5847,1.1586,0.99229,0.26915,0.1258
5,0.093673,0.68004,-0.58637,1.4032,0.48785,1.1473,0.68004,0.77142,0.093673,0.65863
7,0.65946,3.4233,4.1812,1.7544,0.88377,1.5349,1.9318,1.3652,0.43993,0.88377
8,0.65863,1.1979,0.85742,0.71407,1.3641,-0.85742,0.71407,0.71407,1.2477,0.53669
9,1.3641,0.51438,1.2477,0.65946,0.85082,-0.41089,1.2477,0.65946,0.81157,1.211
10,1.1979,1.5415,0.65946,1.5806,1.7503,1.211,1.211,1.0704,1.7544,1.2477
