2,0.75556,0.8,0.71111,0.75556,0.68889,0.8,0.73333,0.75556,0.77778,0.73333
3,0.75556,0.75556,0.8,0.8,0.75556,0.8,0.66667,0.73333,0.8,0.77778
4,0.68889,0.73333,0.71111,0.66667,0.73333,0.77778,0.73333,0.71111,0.71111,0.68889
5,0.75556,0.64444,0.68889,0.64444,0.62222,0.64444,0.66667,0.57778,0.77778,0.66667
7,0.73333,0.73333,0.84444,0.8,0.75556,0.8,0.77778,0.82222,0.75556,0.73333
8,0.68889,0.75556,0.73333,0.75556,0.73333,0.57778,0.77778,0.75556,0.75556,0.68889
9,0.8,0.68889,0.73333,0.77778,0.75556,0.6,0.68889,0.77778,0.8,0.68889
10,0.84444,0.8,0.73333,0.8,0.75556,0.77778,0.75556,0.73333,0.84444,0.71111
