2,0.71111,0.8,0.66667,0.71111,0.75556,0.68889,0.66667,0.66667,0.64444,0.71111
3,0.68889,0.66667,0.75556,0.73333,0.64444,0.66667,0.73333,0.51111,0.73333,0.73333
4,0.62222,0.55556,0.66667,0.57778,0.86667,0.8,0.73333,0.71111,0.64444,0.62222
5,0.57778,0.68889,0.51111,0.75556,0.66667,0.71111,0.68889,0.64444,0.57778,0.68889
7,0.68889,0.73333,0.82222,0.82222,0.71111,0.8,0.84444,0.77778,0.66667,0.71111
8,0.68889,0.75556,0.71111,0.68889,0.77778,0.44444,0.68889,0.68889,0.75556,0.66667
9,0.77778,0.57778,0.75556,0.68889,0.71111,0.51111,0.75556,0.68889,0.68889,0.73333
10,0.75556,0.8,0.68889,0.77778,0.8,0.73333,0.73333,0.73333,0.82222,0.75556
