0,0,0,0,0,0,0,0,0,0
3.4233,0,0,0,2.7638,0,0,0,0,0
3.1541,3.1541,0.2187,0.43993,3.1541,0.72314,1.211,-2.7638,1.0704,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.97669,0,0,-0.53366,0
0,0,0,0,0,0,0,0,0,0
0,-0.87816,0,0,0,0,0,0,3.1541,0
